Ticker,Company_Name,Forensic_Score,Forensic_Verdict,Sloan_Ratio,F_Score,F_Score_Items,F_Score_Reliable,Hollow_Ratio,Quality_Warning,ROIC,Warnings,Score_Details,Health_Score,Decision
2395.TW,研華,85,⭐ AA：財務健康,0.02,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",75,📈 Accumulate
3044.TW,健鼎,85,⭐ AA：財務健康,0.0193,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",70,⚠️ Hold (Caution)
8046.TW,南電,85,⭐ AA：財務健康,-0.0159,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,⚠️ Hold (Caution)
1519.TW,華城,85,⭐ AA：財務健康,-0.0292,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",62,✅ Hold
8464.TW,億豐,65,⚠️ B：需留意,0.0405,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",75,➡️ Hold
2303.TW,聯電,85,⭐ AA：財務健康,-0.0994,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,✅ Hold
9910.TW,豐泰,85,⭐ AA：財務健康,-0.0415,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📈 Accumulate
2454.TW,聯發科,85,⭐ AA：財務健康,-0.0276,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📉 Trim
2618.TW,長榮航,85,⭐ AA：財務健康,-0.0541,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
2383.TW,台光電,80,⭐ AA：財務健康,0.0937,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",32,⚠️ Hold (Caution)
3005.TW,神基,85,⭐ AA：財務健康,0.007,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",60,📈 Accumulate
2204.TW,中華,65,⚠️ B：需留意,0.0385,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",50,📈 Accumulate
2610.TW,華航,85,⭐ AA：財務健康,-0.0786,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
2492.TW,華新科,85,⭐ AA：財務健康,-0.0357,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,✅ Hold
2449.TW,京元電子,85,⭐ AA：財務健康,-0.0444,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,⚠️ Hold (Caution)
4536.TW,拓凱,85,⭐ AA：財務健康,-0.011,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,📈 Accumulate
2393.TW,億光,65,⚠️ B：需留意,0.0066,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",70,📈 Accumulate
6213.TW,聯茂,85,⭐ AA：財務健康,-0.0071,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,✅ Hold
2206.TW,三陽工業,65,⚠️ B：需留意,0.0267,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",30,📈 Accumulate
5871.TW,中租-KY,65,⚠️ B：需留意,0.0144,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,➡️ Hold
2201.TW,裕隆,85,⭐ AA：財務健康,-0.0366,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
1590.TW,亞德客-KY,85,⭐ AA：財務健康,0.028,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,⚠️ Hold (Caution)
9945.TW,潤泰新,60,⚠️ B：需留意,0.0511,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,📈 Accumulate
2327.TW,國巨,85,⭐ AA：財務健康,-0.0074,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📉 Trim
3587.TW,閎康,65,⚠️ B：需留意,-0.1703,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",90,📉 Trim
2409.TW,友達,85,⭐ AA：財務健康,-0.0221,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,⚠️ Hold (Caution)
2607.TW,榮運,80,⭐ AA：財務健康,0.0521,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",65,🔥 Strong Buy
3017.TW,奇鋐,85,⭐ AA：財務健康,-0.0103,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",55,⚠️ Hold (Caution)
